out_name,units,long_name,standard_name,priority,comment,frequency,cell_methods,modeling_realm,cell_measures,dimensions,type,positive,valid_min,valid_max,ok_min_mean_abs,ok_max_mean_abs
hus750,1,Specific Humidity,specific_humidity,TIER2,requested by CORDEX-Africa,6hr,area: mean time: point,atmos,area: areacella,longitude latitude p750 time1,real,,,,,
zg750,m,Geopotential Height,geopotential_height,TIER2,requested by CORDEX-Africa,mon,area: mean time: mean,atmos,area: areacella,longitude latitude p750 time,real,,,,,
zg750,m,Geopotential Height,geopotential_height,TIER2,requested by CORDEX-Africa,day,area: mean time: mean,atmos,area: areacella,longitude latitude p750 time,real,,,,,
zg750,m,Geopotential Height,geopotential_height,TIER2,requested by CORDEX-Africa,6hr,area: mean time: point,atmos,area: areacella,longitude latitude p750 time1,real,,,,,
wa750,m s-1,Upward Air Velocity,upward_air_velocity,TIER2,requested by CORDEX-Africa,mon,area: mean time: mean,atmos,area: areacella,longitude latitude p750 time,real,,,,,
wa750,m s-1,Upward Air Velocity,upward_air_velocity,TIER2,requested by CORDEX-Africa,day,area: mean time: mean,atmos,area: areacella,longitude latitude p750 time,real,,,,,
wa750,m s-1,Upward Air Velocity,upward_air_velocity,TIER2,requested by CORDEX-Africa,6hr,area: mean time: point,atmos,area: areacella,longitude latitude p750 time1,real,,,,,
ua200m,m s-1,Eastward Wind at 200m,eastward_wind,TIER2,,mon,area: mean time: mean,atmos,area: areacella,longitude latitude height200m time,real,,,,,
ua200m,m s-1,Eastward Wind at 200m,eastward_wind,TIER2,,day,area: mean time: mean,atmos,area: areacella,longitude latitude height200m time,real,,,,,
ua200m,m s-1,Eastward Wind at 200m,eastward_wind,TIER2,,1hr,area: mean time: point,atmos,area: areacella,longitude latitude height200m time1,real,,,,,
ua250m,m s-1,Eastward Wind at 250m,eastward_wind,TIER2,,mon,area: mean time: mean,atmos,area: areacella,longitude latitude height250m time,real,,,,,
ua250m,m s-1,Eastward Wind at 250m,eastward_wind,TIER2,,day,area: mean time: mean,atmos,area: areacella,longitude latitude height250m time,real,,,,,
ua250m,m s-1,Eastward Wind at 250m,eastward_wind,TIER2,,1hr,area: mean time: point,atmos,area: areacella,longitude latitude height250m time1,real,,,,,
ua300m,m s-1,Eastward Wind at 250m,eastward_wind,TIER2,,mon,area: mean time: mean,atmos,area: areacella,longitude latitude height300m time,real,,,,,
ua300m,m s-1,Eastward Wind at 250m,eastward_wind,TIER2,,day,area: mean time: mean,atmos,area: areacella,longitude latitude height300m time,real,,,,,
ua300m,m s-1,Eastward Wind at 250m,eastward_wind,TIER2,,1hr,area: mean time: point,atmos,area: areacella,longitude latitude height300m time1,real,,,,,
va200m,m s-1,Northward Wind at 200m,northward_wind,TIER1,,mon,area: mean time: mean,atmos,area: areacella,longitude latitude height200m time,real,,,,,
va200m,m s-1,Northward Wind at 200m,northward_wind,TIER1,,day,area: mean time: mean,atmos,area: areacella,longitude latitude height200m time,real,,,,,
va200m,m s-1,Northward Wind at 200m,northward_wind,TIER1,,1hr,area: mean time: point,atmos,area: areacella,longitude latitude height200m time1,real,,,,,
va250m,m s-1,Northward Wind at 250m,northward_wind,TIER1,,mon,area: mean time: mean,atmos,area: areacella,longitude latitude height250m time,real,,,,,
va250m,m s-1,Northward Wind at 250m,northward_wind,TIER1,,day,area: mean time: mean,atmos,area: areacella,longitude latitude height250m time,real,,,,,
va250m,m s-1,Northward Wind at 250m,northward_wind,TIER1,,1hr,area: mean time: point,atmos,area: areacella,longitude latitude height250m time1,real,,,,,
va300m,m s-1,Northward Wind at 350m,northward_wind,TIER1,,mon,area: mean time: mean,atmos,area: areacella,longitude latitude height300m time,real,,,,,
va300m,m s-1,Northward Wind at 350m,northward_wind,TIER1,,day,area: mean time: mean,atmos,area: areacella,longitude latitude height300m time,real,,,,,
va300m,m s-1,Northward Wind at 350m,northward_wind,TIER1,,1hr,area: mean time: point,atmos,area: areacella,longitude latitude height300m time1,real,,,,,
sftgif,%,Percentage of the Grid Cell Covered by Glacier,land_ice_area_fraction,TIER2,,fx,area: mean,atmos,area: areacella,longitude latitude,real,,,,,
mrsofc,kg m-2,Capacity of Soil to Store Water  (Field Capacity),soil_moisture_content_at_field_capacity,TIER2,,fx,area: mean,atmos,area: areacella,longitude latitude,real,,,,,
rootd,m,Maximum Root Depth,root_depth,TIER2,,fx,area: mean,atmos,area: areacella,longitude latitude,real,,,,,
sftlaf,%,Percentage of the Grid Cell Occupied by Lake,lake_area_fraction,TIER2,not in CMIP or in CF,fx,area: mean,atmos,area: areacella,longitude latitude,real,,,,,
sfturf,%,Percentage of the Grid Cell Occupied by City,urban_area_fraction,TIER2,not in CMIP or in CF,fx,area: mean,atmos,area: areacella,longitude latitude,real,,,,,
dtb,m,Depth to Bedrock,bedrock_depth,TIER2,not in CMIP or in CF (lower boundary of land surface models),fx,area: mean,atmos,area: areacella,longitude latitude,real,,,,,
areacella,m2,Atmosphere Grid-Cell Area,cell_area,TIER2,,fx,area: sum,atmos,area: areacella,longitude latitude,real,,,,,
