out_name,frequency,units,long_name,standard_name,cell_methods,priority,comment
abs350nh4,mon,1,Ammonium Aerosol Absorption Optical Thickness at 350 nm,atmosphere_absorption_optical_thickness_due_to_ambient_aerosol_particles,area: time: mean,TIER2,
abs350nh4,day,1,Ammonium Aerosol Absorption Optical Thickness at 350 nm,atmosphere_absorption_optical_thickness_due_to_ambient_aerosol_particles,area: time: mean,TIER2,
abs350no3,mon,1,Nitrate Aerosol Absorption Optical Thickness at 350 nm,atmosphere_absorption_optical_thickness_due_to_nitrate_ambient_aerosol_particles,area: time: mean,TIER2,
abs350no3,day,1,Nitrate Aerosol Absorption Optical Thickness at 350 nm,atmosphere_absorption_optical_thickness_due_to_nitrate_ambient_aerosol_particles,area: time: mean,TIER2,
abs350oa,mon,1,Organic Matter Aerosol Absorption Optical Thickness at 350 nm,atmosphere_absorption_optical_thickness_due_to_particulate_organic_matter_ambient_aerosol_particles,area: time: mean,TIER2,
abs350oa,day,1,Organic Matter Aerosol Absorption Optical Thickness at 350 nm,atmosphere_absorption_optical_thickness_due_to_particulate_organic_matter_ambient_aerosol_particles,area: time: mean,TIER2,
abs350so4,mon,1,Sulfate Aerosol Absorption Optical Thickness at 350 nm,atmosphere_absorption_optical_thickness_due_to_sulfate_ambient_aerosol_particles,area: time: mean,TIER2,
abs350so4,day,1,Sulfate Aerosol Absorption Optical Thickness at 350 nm,atmosphere_absorption_optical_thickness_due_to_sulfate_ambient_aerosol_particles,area: time: mean,TIER2,
abs350ss,mon,1,Sea-salt Aerosol Absorption Optical Thickness at 350 nm,atmosphere_absorption_optical_thickness_due_to_sea_salt_ambient_aerosol_particles,area: time: mean,TIER2,
abs350ss,day,1,Sea-salt Aerosol Absorption Optical Thickness at 350 nm,atmosphere_absorption_optical_thickness_due_to_sea_salt_ambient_aerosol_particles,area: time: mean,TIER2,
abs440bc,mon,1,Black Carbon Aerosol Absorption Optical Thickness at 440 nm,atmosphere_absorption_optical_thickness_due_to_black_carbon_ambient_aerosol,area: time: mean,TIER2,
abs440bc,day,1,Black Carbon Aerosol Absorption Optical Thickness at 440 nm,atmosphere_absorption_optical_thickness_due_to_black_carbon_ambient_aerosol,area: time: mean,TIER2,
abs440dust,mon,1,Dust Aerosol Absorption Optical Thickness at 440 nm,atmosphere_absorption_optical_thickness_due_to_dust_ambient_aerosol_particles,area: time: mean,TIER2,
abs440dust,day,1,Dust Aerosol Absorption Optical Thickness at 440 nm,atmosphere_absorption_optical_thickness_due_to_dust_ambient_aerosol_particles,area: time: mean,TIER2,
abs440nh4,mon,1,Ammonium Aerosol Absorption Optical Thickness at 440 nm,atmosphere_absorption_optical_thickness_due_to_ambient_aerosol_particles,area: time: mean,TIER2,
abs440nh4,day,1,Ammonium Aerosol Absorption Optical Thickness at 440 nm,atmosphere_absorption_optical_thickness_due_to_ambient_aerosol_particles,area: time: mean,TIER2,
abs440no3,mon,1,Nitrate Aerosol Absorption Optical Thickness at 440 nm,atmosphere_absorption_optical_thickness_due_to_nitrate_ambient_aerosol_particles,area: time: mean,TIER2,
abs440no3,day,1,Nitrate Aerosol Absorption Optical Thickness at 440 nm,atmosphere_absorption_optical_thickness_due_to_nitrate_ambient_aerosol_particles,area: time: mean,TIER2,
abs440oa,mon,1,Organic Matter Aerosol Absorption Optical Thickness at 440 nm,atmosphere_absorption_optical_thickness_due_to_particulate_organic_matter_ambient_aerosol_particles,area: time: mean,TIER2,
abs440oa,day,1,Organic Matter Aerosol Absorption Optical Thickness at 440 nm,atmosphere_absorption_optical_thickness_due_to_particulate_organic_matter_ambient_aerosol_particles,area: time: mean,TIER2,
abs440so4,mon,1,Sulfate Aerosol Absorption Optical Thickness at 440 nm,atmosphere_absorption_optical_thickness_due_to_sulfate_ambient_aerosol_particles,area: time: mean,TIER2,
abs440so4,day,1,Sulfate Aerosol Absorption Optical Thickness at 440 nm,atmosphere_absorption_optical_thickness_due_to_sulfate_ambient_aerosol_particles,area: time: mean,TIER2,
abs440ss,mon,1,Sea-salt Aerosol Absorption Optical Thickness at 440 nm,atmosphere_absorption_optical_thickness_due_to_sea_salt_ambient_aerosol_particles,area: time: mean,TIER2,
abs440ss,day,1,Sea-salt Aerosol Absorption Optical Thickness at 440 nm,atmosphere_absorption_optical_thickness_due_to_sea_salt_ambient_aerosol_particles,area: time: mean,TIER2,
abs550bc,mon,1,Black Carbon Aerosol Absorption Optical Thickness at 550 nm,atmosphere_absorption_optical_thickness_due_to_black_carbon_ambient_aerosol,area: time: mean,TIER2,
abs550bc,day,1,Black Carbon Aerosol Absorption Optical Thickness at 550 nm,atmosphere_absorption_optical_thickness_due_to_black_carbon_ambient_aerosol,area: time: mean,TIER2,
abs550dust,mon,1,Dust Aerosol Absorption Optical Thickness at 550 nm,atmosphere_absorption_optical_thickness_due_to_dust_ambient_aerosol_particles,area: time: mean,TIER2,
abs550dust,day,1,Dust Aerosol Absorption Optical Thickness at 550 nm,atmosphere_absorption_optical_thickness_due_to_dust_ambient_aerosol_particles,area: time: mean,TIER2,
abs550nh4,mon,1,Ammonium Aerosol Absorption Optical Thickness at 550 nm,atmosphere_absorption_optical_thickness_due_to_ambient_aerosol_particles,area: time: mean,TIER2,
abs550nh4,day,1,Ammonium Aerosol Absorption Optical Thickness at 550 nm,atmosphere_absorption_optical_thickness_due_to_ambient_aerosol_particles,area: time: mean,TIER2,
abs550no3,mon,1,Nitrate Aerosol Absorption Optical Thickness at 550 nm,atmosphere_absorption_optical_thickness_due_to_nitrate_ambient_aerosol_particles,area: time: mean,TIER2,
abs550no3,day,1,Nitrate Aerosol Absorption Optical Thickness at 550 nm,atmosphere_absorption_optical_thickness_due_to_nitrate_ambient_aerosol_particles,area: time: mean,TIER2,
abs550oa,mon,1,Organic Matter Aerosol Absorption Optical Thickness at 550 nm,atmosphere_absorption_optical_thickness_due_to_particulate_organic_matter_ambient_aerosol_particles,area: time: mean,TIER2,
abs550oa,day,1,Organic Matter Aerosol Absorption Optical Thickness at 550 nm,atmosphere_absorption_optical_thickness_due_to_particulate_organic_matter_ambient_aerosol_particles,area: time: mean,TIER2,
abs550so4,mon,1,Sulfate Aerosol Absorption Optical Thickness at 550 nm,atmosphere_absorption_optical_thickness_due_to_sulfate_ambient_aerosol_particles,area: time: mean,TIER2,
abs550so4,day,1,Sulfate Aerosol Absorption Optical Thickness at 550 nm,atmosphere_absorption_optical_thickness_due_to_sulfate_ambient_aerosol_particles,area: time: mean,TIER2,
abs550ss,mon,1,Sea-salt Aerosol Absorption Optical Thickness at 550 nm,atmosphere_absorption_optical_thickness_due_to_sea_salt_ambient_aerosol_particles,area: time: mean,TIER2,
abs550ss,day,1,Sea-salt Aerosol Absorption Optical Thickness at 550 nm,atmosphere_absorption_optical_thickness_due_to_sea_salt_ambient_aerosol_particles,area: time: mean,TIER2,
abs870bc,mon,1,Black Carbon Aerosol Absorption Optical Thickness at 870 nm,atmosphere_absorption_optical_thickness_due_to_black_carbon_ambient_aerosol,area: time: mean,TIER2,
abs870bc,day,1,Black Carbon Aerosol Absorption Optical Thickness at 870 nm,atmosphere_absorption_optical_thickness_due_to_black_carbon_ambient_aerosol,area: time: mean,TIER2,
abs870dust,mon,1,Dust Aerosol Absorption Optical Thickness at 870 nm,atmosphere_absorption_optical_thickness_due_to_dust_ambient_aerosol_particles,area: time: mean,TIER2,
abs870dust,day,1,Dust Aerosol Absorption Optical Thickness at 870 nm,atmosphere_absorption_optical_thickness_due_to_dust_ambient_aerosol_particles,area: time: mean,TIER2,
abs870nh4,mon,1,Ammonium Aerosol Absorption Optical Thickness at 870 nm,atmosphere_absorption_optical_thickness_due_to_ambient_aerosol_particles,area: time: mean,TIER2,
abs870nh4,day,1,Ammonium Aerosol Absorption Optical Thickness at 870 nm,atmosphere_absorption_optical_thickness_due_to_ambient_aerosol_particles,area: time: mean,TIER2,
abs870no3,mon,1,Nitrate Aerosol Absorption Optical Thickness at 870 nm,atmosphere_absorption_optical_thickness_due_to_nitrate_ambient_aerosol_particles,area: time: mean,TIER2,
abs870no3,day,1,Nitrate Aerosol Absorption Optical Thickness at 870 nm,atmosphere_absorption_optical_thickness_due_to_nitrate_ambient_aerosol_particles,area: time: mean,TIER2,
abs870oa,mon,1,Organic Matter Aerosol Absorption Optical Thickness at 870 nm,atmosphere_absorption_optical_thickness_due_to_particulate_organic_matter_ambient_aerosol_particles,area: time: mean,TIER2,
abs870oa,day,1,Organic Matter Aerosol Absorption Optical Thickness at 870 nm,atmosphere_absorption_optical_thickness_due_to_particulate_organic_matter_ambient_aerosol_particles,area: time: mean,TIER2,
abs870so4,mon,1,Sulfate Aerosol Absorption Optical Thickness at 870 nm,atmosphere_absorption_optical_thickness_due_to_sulfate_ambient_aerosol_particles,area: time: mean,TIER2,
abs870so4,day,1,Sulfate Aerosol Absorption Optical Thickness at 870 nm,atmosphere_absorption_optical_thickness_due_to_sulfate_ambient_aerosol_particles,area: time: mean,TIER2,
abs870ss,mon,1,Sea-salt Aerosol Absorption Optical Thickness at 870 nm,atmosphere_absorption_optical_thickness_due_to_sea_salt_ambient_aerosol_particles,area: time: mean,TIER2,
abs870ss,day,1,Sea-salt Aerosol Absorption Optical Thickness at 870 nm,atmosphere_absorption_optical_thickness_due_to_sea_salt_ambient_aerosol_particles,area: time: mean,TIER2,
od1000bc,mon,1,Black Carbon Aerosol Optical Thickness at 1000nm,atmosphere_optical_thickness_due_to_black_carbon_ambient_aerosol,area: time: mean,TIER2,
od1000bc,day,1,Black Carbon Aerosol Optical Thickness at 1000nm,atmosphere_optical_thickness_due_to_black_carbon_ambient_aerosol,area: time: mean,TIER2,
od1000dust,mon,1,Dust Aerosol Optical Thickness at 1000nm,atmosphere_optical_thickness_due_to_dust_ambient_aerosol_particles,area: time: mean,TIER2,
od1000dust,day,1,Dust Aerosol Optical Thickness at 1000nm,atmosphere_optical_thickness_due_to_dust_ambient_aerosol_particles,area: time: mean,TIER2,
od1000nh4,mon,1,Ammonium Aerosol Optical Thickness at 1000nm,atmosphere_optical_thickness_due_to_ammonium_ambient_aerosol_particles,area: time: mean,TIER2,
od1000nh4,day,1,Ammonium Aerosol Optical Thickness at 1000nm,atmosphere_optical_thickness_due_to_ammonium_ambient_aerosol_particles,area: time: mean,TIER2,
od1000no3,mon,1,Nitrate Aerosol Optical Thickness at 1000nm,atmosphere_optical_thickness_due_to_nitrate_ambient_aerosol_particles,area: time: mean,TIER2,
od1000no3,day,1,Nitrate Aerosol Optical Thickness at 1000nm,atmosphere_optical_thickness_due_to_nitrate_ambient_aerosol_particles,area: time: mean,TIER2,
od1000oa,mon,1,Organic Matter Aerosol Optical Thickness at 1000nm,atmosphere_optical_thickness_due_to_particulate_organic_matter_ambient_aerosol_particles,area: time: mean,TIER2,
od1000oa,day,1,Organic Matter Aerosol Optical Thickness at 1000nm,atmosphere_optical_thickness_due_to_particulate_organic_matter_ambient_aerosol_particles,area: time: mean,TIER2,
od1000so4,mon,1,Sulfate Aerosol Optical Thickness at 1000nm,atmosphere_optical_thickness_due_to_sulfate_ambient_aerosol_particles,area: time: mean,TIER2,
od1000so4,day,1,Sulfate Aerosol Optical Thickness at 1000nm,atmosphere_optical_thickness_due_to_sulfate_ambient_aerosol_particles,area: time: mean,TIER2,
od1000ss,mon,1,Sea-Salt Aerosol Optical Thickness at 1000nm,atmosphere_optical_thickness_due_to_sea_salt_ambient_aerosol_particles,area: time: mean,TIER2,
od1000ss,day,1,Sea-Salt Aerosol Optical Thickness at 1000nm,atmosphere_optical_thickness_due_to_sea_salt_ambient_aerosol_particles,area: time: mean,TIER2,
od350bc,mon,1,Black Carbon Aerosol Optical Thickness at 350nm,atmosphere_optical_thickness_due_to_black_carbon_ambient_aerosol,area: time: mean,TIER2,
od350bc,day,1,Black Carbon Aerosol Optical Thickness at 350nm,atmosphere_optical_thickness_due_to_black_carbon_ambient_aerosol,area: time: mean,TIER2,
od350dust,mon,1,Dust Aerosol Optical Thickness at 350nm,atmosphere_optical_thickness_due_to_dust_ambient_aerosol_particles,area: time: mean,TIER2,
od350dust,day,1,Dust Aerosol Optical Thickness at 350nm,atmosphere_optical_thickness_due_to_dust_ambient_aerosol_particles,area: time: mean,TIER2,
od350nh4,mon,1,Ammonium Aerosol Optical Thickness at 350nm,atmosphere_optical_thickness_due_to_ammonium_ambient_aerosol_particles,area: time: mean,TIER2,
od350nh4,day,1,Ammonium Aerosol Optical Thickness at 350nm,atmosphere_optical_thickness_due_to_ammonium_ambient_aerosol_particles,area: time: mean,TIER2,
od350no3,mon,1,Nitrate Aerosol Optical Thickness at 350nm,atmosphere_optical_thickness_due_to_nitrate_ambient_aerosol_particles,area: time: mean,TIER2,
od350no3,day,1,Nitrate Aerosol Optical Thickness at 350nm,atmosphere_optical_thickness_due_to_nitrate_ambient_aerosol_particles,area: time: mean,TIER2,
od350oa,mon,1,Organic Matter Aerosol Optical Thickness at 350nm,atmosphere_optical_thickness_due_to_particulate_organic_matter_ambient_aerosol_particles,area: time: mean,TIER2,
od350oa,day,1,Organic Matter Aerosol Optical Thickness at 350nm,atmosphere_optical_thickness_due_to_particulate_organic_matter_ambient_aerosol_particles,area: time: mean,TIER2,
od350so4,mon,1,Sulfate Aerosol Optical Thickness at 350nm,atmosphere_optical_thickness_due_to_sulfate_ambient_aerosol_particles,area: time: mean,TIER2,
od350so4,day,1,Sulfate Aerosol Optical Thickness at 350nm,atmosphere_optical_thickness_due_to_sulfate_ambient_aerosol_particles,area: time: mean,TIER2,
od350ss,mon,1,Sea-Salt Aerosol Optical Thickness at 350nm,atmosphere_optical_thickness_due_to_sea_salt_ambient_aerosol_particles,area: time: mean,TIER2,
od350ss,day,1,Sea-Salt Aerosol Optical Thickness at 350nm,atmosphere_optical_thickness_due_to_sea_salt_ambient_aerosol_particles,area: time: mean,TIER2,
od440bc,mon,1,Black Carbon Aerosol Optical Thickness at 440nm,atmosphere_optical_thickness_due_to_black_carbon_ambient_aerosol,area: time: mean,TIER2,
od440bc,day,1,Black Carbon Aerosol Optical Thickness at 440nm,atmosphere_optical_thickness_due_to_black_carbon_ambient_aerosol,area: time: mean,TIER2,
od440dust,mon,1,Dust Aerosol Optical Thickness at 440nm,atmosphere_optical_thickness_due_to_dust_ambient_aerosol_particles,area: time: mean,TIER2,
od440dust,day,1,Dust Aerosol Optical Thickness at 440nm,atmosphere_optical_thickness_due_to_dust_ambient_aerosol_particles,area: time: mean,TIER2,
od440nh4,mon,1,Ammonium Aerosol Optical Thickness at 440nm,atmosphere_optical_thickness_due_to_ammonium_ambient_aerosol_particles,area: time: mean,TIER2,
od440nh4,day,1,Ammonium Aerosol Optical Thickness at 440nm,atmosphere_optical_thickness_due_to_ammonium_ambient_aerosol_particles,area: time: mean,TIER2,
od440no3,mon,1,Nitrate Aerosol Optical Thickness at 440nm,atmosphere_optical_thickness_due_to_nitrate_ambient_aerosol_particles,area: time: mean,TIER2,
od440no3,day,1,Nitrate Aerosol Optical Thickness at 440nm,atmosphere_optical_thickness_due_to_nitrate_ambient_aerosol_particles,area: time: mean,TIER2,
od440oa,mon,1,Organic Matter Aerosol Optical Thickness at 440nm,atmosphere_optical_thickness_due_to_particulate_organic_matter_ambient_aerosol_particles,area: time: mean,TIER2,
od440oa,day,1,Organic Matter Aerosol Optical Thickness at 440nm,atmosphere_optical_thickness_due_to_particulate_organic_matter_ambient_aerosol_particles,area: time: mean,TIER2,
od440so4,mon,1,Sulfate Aerosol Optical Thickness at 440nm,atmosphere_optical_thickness_due_to_sulfate_ambient_aerosol_particles,area: time: mean,TIER2,
od440so4,day,1,Sulfate Aerosol Optical Thickness at 440nm,atmosphere_optical_thickness_due_to_sulfate_ambient_aerosol_particles,area: time: mean,TIER2,
od440ss,mon,1,Sea-Salt Aerosol Optical Thickness at 440nm,atmosphere_optical_thickness_due_to_sea_salt_ambient_aerosol_particles,area: time: mean,TIER2,
od440ss,day,1,Sea-Salt Aerosol Optical Thickness at 440nm,atmosphere_optical_thickness_due_to_sea_salt_ambient_aerosol_particles,area: time: mean,TIER2,
od870bc,mon,1,Black Carbon Aerosol Optical Thickness at 870nm,atmosphere_optical_thickness_due_to_black_carbon_ambient_aerosol,area: time: mean,TIER2,
od870bc,day,1,Black Carbon Aerosol Optical Thickness at 870nm,atmosphere_optical_thickness_due_to_black_carbon_ambient_aerosol,area: time: mean,TIER2,
od870dust,mon,1,Dust Aerosol Optical Thickness at 870nm,atmosphere_optical_thickness_due_to_dust_ambient_aerosol_particles,area: time: mean,TIER2,
od870dust,day,1,Dust Aerosol Optical Thickness at 870nm,atmosphere_optical_thickness_due_to_dust_ambient_aerosol_particles,area: time: mean,TIER2,
od870nh4,mon,1,Ammonium Aerosol Optical Thickness at 870nm,atmosphere_optical_thickness_due_to_ammonium_ambient_aerosol_particles,area: time: mean,TIER2,
od870nh4,day,1,Ammonium Aerosol Optical Thickness at 870nm,atmosphere_optical_thickness_due_to_ammonium_ambient_aerosol_particles,area: time: mean,TIER2,
od870no3,mon,1,Nitrate Aerosol Optical Thickness at 870nm,atmosphere_optical_thickness_due_to_nitrate_ambient_aerosol_particles,area: time: mean,TIER2,
od870no3,day,1,Nitrate Aerosol Optical Thickness at 870nm,atmosphere_optical_thickness_due_to_nitrate_ambient_aerosol_particles,area: time: mean,TIER2,
od870oa,mon,1,Organic Matter Aerosol Optical Thickness at 870nm,atmosphere_optical_thickness_due_to_particulate_organic_matter_ambient_aerosol_particles,area: time: mean,TIER2,
od870oa,day,1,Organic Matter Aerosol Optical Thickness at 870nm,atmosphere_optical_thickness_due_to_particulate_organic_matter_ambient_aerosol_particles,area: time: mean,TIER2,
od870so4,mon,1,Sulfate Aerosol Optical Thickness at 870nm,atmosphere_optical_thickness_due_to_sulfate_ambient_aerosol_particles,area: time: mean,TIER2,
od870so4,day,1,Sulfate Aerosol Optical Thickness at 870nm,atmosphere_optical_thickness_due_to_sulfate_ambient_aerosol_particles,area: time: mean,TIER2,
od870ss,mon,1,Sea-Salt Aerosol Optical Thickness at 870nm,atmosphere_optical_thickness_due_to_sea_salt_ambient_aerosol_particles,area: time: mean,TIER2,
od870ss,day,1,Sea-Salt Aerosol Optical Thickness at 870nm,atmosphere_optical_thickness_due_to_sea_salt_ambient_aerosol_particles,area: time: mean,TIER2,
chepnh4,mon,kg m-2 s-1,Chemical Production of Dry Ammonium Aerosol,tendency_of_atmosphere_mass_content_of_ammonium_dry_aerosol_particles_due_to_net_chemical_production,area: time: mean,TIER2,"List of levels: 200, 250, 300, 350, 400, 450, 500, 550, 600, 650, 700, 750, 800, 850, 900, 925, 950, 975, 1000 hPa (all in 1 file if possible)"
chepnh4,day,kg m-2 s-1,Chemical Production of Dry Ammonium Aerosol,tendency_of_atmosphere_mass_content_of_ammonium_dry_aerosol_particles_due_to_net_chemical_production,area: time: mean,TIER2,"List of levels: 200, 250, 300, 350, 400, 450, 500, 550, 600, 650, 700, 750, 800, 850, 900, 925, 950, 975, 1000 hPa (all in 1 file if possible)"
chepno3,mon,kg m-2 s-1,Chemical Production of Dry Nitrate Aerosol,tendency_of_atmosphere_mass_content_of_nitrate_dry_aerosol_particles_due_to_net_chemical_production,area: time: mean,TIER2,"List of levels: 200, 250, 300, 350, 400, 450, 500, 550, 600, 650, 700, 750, 800, 850, 900, 925, 950, 975, 1000 hPa (all in 1 file if possible)"
chepno3,day,kg m-2 s-1,Chemical Production of Dry Nitrate Aerosol,tendency_of_atmosphere_mass_content_of_nitrate_dry_aerosol_particles_due_to_net_chemical_production,area: time: mean,TIER2,"List of levels: 200, 250, 300, 350, 400, 450, 500, 550, 600, 650, 700, 750, 800, 850, 900, 925, 950, 975, 1000 hPa (all in 1 file if possible)"
cheaqpso4,mon,kg m-2 s-1,Aqueous-Phase Production Rate of SO4,tendency_of_atmosphere_mass_content_of_sulfate_dry_aerosol_particles_due_to_aqueous_phase_net_chemical_production,area: time: mean,TIER2,"List of levels: 200, 250, 300, 350, 400, 450, 500, 550, 600, 650, 700, 750, 800, 850, 900, 925, 950, 975, 1000 hPa (all in 1 file if possible)"
cheaqpso4,day,kg m-2 s-1,Aqueous-Phase Production Rate of SO4,tendency_of_atmosphere_mass_content_of_sulfate_dry_aerosol_particles_due_to_aqueous_phase_net_chemical_production,area: time: mean,TIER2,"List of levels: 200, 250, 300, 350, 400, 450, 500, 550, 600, 650, 700, 750, 800, 850, 900, 925, 950, 975, 1000 hPa (all in 1 file if possible)"
chegpso4,mon,kg m-2 s-1,Gas-Phase Production Rate of SO4,tendency_of_atmosphere_mass_content_of_sulfate_dry_aerosol_particles_due_to_gaseous_phase_net_chemical_production,area: time: mean,TIER2,"List of levels: 200, 250, 300, 350, 400, 450, 500, 550, 600, 650, 700, 750, 800, 850, 900, 925, 950, 975, 1000 hPa (all in 1 file if possible)"
chegpso4,day,kg m-2 s-1,Gas-Phase Production Rate of SO4,tendency_of_atmosphere_mass_content_of_sulfate_dry_aerosol_particles_due_to_gaseous_phase_net_chemical_production,area: time: mean,TIER2,"List of levels: 200, 250, 300, 350, 400, 450, 500, 550, 600, 650, 700, 750, 800, 850, 900, 925, 950, 975, 1000 hPa (all in 1 file if possible)"
chepsoa,mon,kg m-2 s-1,Chemical Production of Dry Aerosol Secondary Organic Matter,tendency_of_atmosphere_mass_content_of_secondary_particulate_organic_matter_dry_aerosol_particles_due_to_net_chemical_production,area: time: mean,TIER2,"List of levels: 200, 250, 300, 350, 400, 450, 500, 550, 600, 650, 700, 750, 800, 850, 900, 925, 950, 975, 1000 hPa (all in 1 file if possible)"
chepsoa,day,kg m-2 s-1,Chemical Production of Dry Aerosol Secondary Organic Matter,tendency_of_atmosphere_mass_content_of_secondary_particulate_organic_matter_dry_aerosol_particles_due_to_net_chemical_production,area: time: mean,TIER2,"List of levels: 200, 250, 300, 350, 400, 450, 500, 550, 600, 650, 700, 750, 800, 850, 900, 925, 950, 975, 1000 hPa (all in 1 file if possible)"
concbc,mon,kg m-3,Concentration of Black Carbon,mass_concentration_of_elemental_carbon_dry_aerosol_particles_in_air,area: time: mean,TIER2,"List of levels: 200, 250, 300, 350, 400, 450, 500, 550, 600, 650, 700, 750, 800, 850, 900, 925, 950, 975, 1000 hPa (all in 1 file if possible)"
concbc,day,kg m-3,Concentration of Black Carbon,mass_concentration_of_elemental_carbon_dry_aerosol_particles_in_air,area: time: mean,TIER2,"List of levels: 200, 250, 300, 350, 400, 450, 500, 550, 600, 650, 700, 750, 800, 850, 900, 925, 950, 975, 1000 hPa (all in 1 file if possible)"
concdust,mon,kg m-3,Concentration of Dust,mass_concentration_of_dust_dry_aerosol_particles_in_air,area: time: mean,TIER2,"List of levels: 200, 250, 300, 350, 400, 450, 500, 550, 600, 650, 700, 750, 800, 850, 900, 925, 950, 975, 1000 hPa (all in 1 file if possible)"
concdust,day,kg m-3,Concentration of Dust,mass_concentration_of_dust_dry_aerosol_particles_in_air,area: time: mean,TIER2,"List of levels: 200, 250, 300, 350, 400, 450, 500, 550, 600, 650, 700, 750, 800, 850, 900, 925, 950, 975, 1000 hPa (all in 1 file if possible)"
concnh4,mon,kg m-3,Concentration of Ammonium,mass_concentration_of_ammonium_dry_aerosol_particles_in_air,area: time: mean,TIER2,"List of levels: 200, 250, 300, 350, 400, 450, 500, 550, 600, 650, 700, 750, 800, 850, 900, 925, 950, 975, 1000 hPa (all in 1 file if possible)"
concnh4,day,kg m-3,Concentration of Ammonium,mass_concentration_of_ammonium_dry_aerosol_particles_in_air,area: time: mean,TIER2,"List of levels: 200, 250, 300, 350, 400, 450, 500, 550, 600, 650, 700, 750, 800, 850, 900, 925, 950, 975, 1000 hPa (all in 1 file if possible)"
concno3,mon,kg m-3,Concentration of Nitrate,mass_concentration_of_nitrate_dry_aerosol_particles_in_air,area: time: mean,TIER2,"List of levels: 200, 250, 300, 350, 400, 450, 500, 550, 600, 650, 700, 750, 800, 850, 900, 925, 950, 975, 1000 hPa (all in 1 file if possible)"
concno3,day,kg m-3,Concentration of Nitrate,mass_concentration_of_nitrate_dry_aerosol_particles_in_air,area: time: mean,TIER2,"List of levels: 200, 250, 300, 350, 400, 450, 500, 550, 600, 650, 700, 750, 800, 850, 900, 925, 950, 975, 1000 hPa (all in 1 file if possible)"
concoa,mon,kg m-3,Concentration of Organic Matter,mass_concentration_of_particulate_organic_matter_dry_aerosol_particles_in_air,area: time: mean,TIER2,"List of levels: 200, 250, 300, 350, 400, 450, 500, 550, 600, 650, 700, 750, 800, 850, 900, 925, 950, 975, 1000 hPa (all in 1 file if possible)"
concoa,day,kg m-3,Concentration of Organic Matter,mass_concentration_of_particulate_organic_matter_dry_aerosol_particles_in_air,area: time: mean,TIER2,"List of levels: 200, 250, 300, 350, 400, 450, 500, 550, 600, 650, 700, 750, 800, 850, 900, 925, 950, 975, 1000 hPa (all in 1 file if possible)"
concso4,mon,kg m-3,Concentration of SO4,mass_concentration_of_sulfate_dry_aerosol_particles_in_air,area: time: mean,TIER2,"List of levels: 200, 250, 300, 350, 400, 450, 500, 550, 600, 650, 700, 750, 800, 850, 900, 925, 950, 975, 1000 hPa (all in 1 file if possible)"
concso4,day,kg m-3,Concentration of SO4,mass_concentration_of_sulfate_dry_aerosol_particles_in_air,area: time: mean,TIER2,"List of levels: 200, 250, 300, 350, 400, 450, 500, 550, 600, 650, 700, 750, 800, 850, 900, 925, 950, 975, 1000 hPa (all in 1 file if possible)"
concss,mon,kg m-3,Concentration of Sea-Salt Aerosol,mass_concentration_of_sea_salt_dry_aerosol_particles_in_air,area: time: mean,TIER2,"List of levels: 200, 250, 300, 350, 400, 450, 500, 550, 600, 650, 700, 750, 800, 850, 900, 925, 950, 975, 1000 hPa (all in 1 file if possible)"
concss,day,kg m-3,Concentration of Sea-Salt Aerosol,mass_concentration_of_sea_salt_dry_aerosol_particles_in_air,area: time: mean,TIER2,"List of levels: 200, 250, 300, 350, 400, 450, 500, 550, 600, 650, 700, 750, 800, 850, 900, 925, 950, 975, 1000 hPa (all in 1 file if possible)"
